Node	Degree	Cluster_Coeff	Closeness	Betweenness	Eigenvector_centrality	Eccentricity	Average_neighbor_degree
A448	9	0.305556	0.064287	0.011910	0.006488	28	7.111111
A449	7	0.523810	0.064318	0.003656	0.004895	28	7.714286
A450	4	0.833333	0.064262	0.000680	0.003202	28	8.250000
A451	7	0.428571	0.068027	0.030528	0.008548	27	7.857143
A452	10	0.377778	0.068228	0.028754	0.008977	27	7.400000
A453	9	0.444444	0.068193	0.038033	0.011473	27	8.777778
A454	10	0.400000	0.068145	0.123169	0.008433	27	8.600000
A455	7	0.523810	0.064454	0.003776	0.004559	28	7.857143
A456	6	0.400000	0.064139	0.011700	0.002825	28	7.333333
A457	4	0.500000	0.060815	0.001081	0.001231	29	5.750000
A458	3	0.666667	0.060311	0.000281	0.000496	29	4.333333
A459	3	0.333333	0.060041	0.000133	0.000420	29	4.000000
A460	5	0.400000	0.063700	0.008864	0.002068	28	7.200000
A461	6	0.466667	0.067175	0.007800	0.002294	27	7.166667
A462	5	0.600000	0.066541	0.005071	0.000880	27	5.200000
A463	5	0.500000	0.070519	0.042121	0.001116	26	5.400000
A464	4	0.666667	0.066893	0.000523	0.000893	27	5.500000
A465	6	0.466667	0.067020	0.002277	0.001570	27	5.333333
A466	6	0.466667	0.067568	0.003148	0.004493	27	6.500000
A467	6	0.466667	0.067602	0.015293	0.004495	27	6.500000
A468	5	0.500000	0.067384	0.057267	0.002790	27	5.600000
A469	4	0.500000	0.063591	0.013585	0.000919	28	5.000000
A470	4	0.500000	0.063543	0.041070	0.000582	28	6.250000
A471	5	0.400000	0.060225	0.010319	0.000429	29	6.400000
A472	11	0.345455	0.060606	0.055653	0.001114	29	7.272727
A473	8	0.500000	0.060551	0.022099	0.001003	29	8.500000
A474	10	0.511111	0.057240	0.016971	0.000648	30	8.000000
A475	7	0.666667	0.057182	0.003729	0.000393	30	7.857143
A476	5	0.900000	0.054176	0.000007	0.000223	31	7.600000
A477	5	0.700000	0.054172	0.000027	0.000193	31	6.800000
A478	8	0.571429	0.054207	0.000147	0.000346	31	7.250000
A479	4	0.500000	0.054194	0.000064	0.000133	31	6.500000
A480	8	0.392857	0.057231	0.006106	0.000400	30	7.250000
A481	5	0.500000	0.057216	0.006746	0.000259	30	6.600000
A482	5	0.500000	0.057197	0.001839	0.000262	30	7.000000
A483	4	0.500000	0.054423	0.000031	0.000148	31	6.250000
A484	7	0.380952	0.057437	0.010916	0.000444	30	6.428571
A485	5	0.600000	0.054432	0.000044	0.000226	31	7.000000
A486	5	0.800000	0.057153	0.000591	0.000315	30	8.000000
A487	8	0.535714	0.057172	0.002735	0.000432	30	7.500000
A488	11	0.436364	0.057245	0.006288	0.000705	30	7.818182
A489	9	0.500000	0.060546	0.032392	0.001040	29	8.333333
A490	6	0.533333	0.060815	0.019088	0.001315	29	8.500000
A491	9	0.416667	0.064244	0.101573	0.003412	28	8.000000
A492	7	0.619048	0.064442	0.025784	0.004855	28	8.428572
A493	8	0.571429	0.064541	0.009617	0.005657	28	8.000000
A494	7	0.476190	0.064392	0.002461	0.005372	28	7.571429
A495	5	0.500000	0.064417	0.006884	0.003984	28	8.000000
A496	7	0.476190	0.064011	0.002156	0.004964	28	7.857143
A497	8	0.321429	0.067766	0.037993	0.010993	27	9.000000
A498	9	0.416667	0.063712	0.003002	0.006446	28	7.333333
A499	9	0.416667	0.063883	0.009510	0.007708	28	7.555555
A500	4	0.666667	0.060349	0.000069	0.003594	29	7.750000
A501	7	0.476190	0.063816	0.004196	0.009138	28	7.714286
A502	6	0.666667	0.063755	0.003099	0.009151	28	7.333333
A503	6	0.800000	0.063901	0.000185	0.011473	28	8.500000
A504	7	0.714286	0.063925	0.000349	0.014283	28	8.428572
A505	9	0.583333	0.067398	0.004628	0.018969	27	8.444445
A506	11	0.418182	0.067958	0.029900	0.025151	27	8.727273
A507	12	0.393939	0.071888	0.065775	0.037855	26	9.500000
A508	12	0.439394	0.072012	0.059980	0.046022	26	9.916667
A509	11	0.490909	0.076059	0.131940	0.047804	25	10.090909
A510	10	0.466667	0.075972	0.042210	0.048638	25	10.600000
A511	10	0.444444	0.080616	0.214389	0.050250	24	10.600000
A512	10	0.466667	0.080124	0.044527	0.048955	24	10.100000
A513	11	0.454545	0.085155	0.386023	0.051308	23	10.090909
A514	10	0.466667	0.084372	0.048207	0.043233	23	10.000000
A515	10	0.444444	0.089620	0.713872	0.038005	22	9.900000
A516	9	0.416667	0.088718	0.125331	0.027779	22	9.000000
A517	6	0.466667	0.093641	0.416549	0.015000	21	8.833333
A518	4	0.333333	0.086552	0.002565	0.005733	22	5.750000
A519	3	0.666667	0.084993	0.000031	0.002548	22	5.333333
A520	5	0.500000	0.085886	0.000320	0.006431	22	6.600000
A521	7	0.428571	0.091605	0.017601	0.010839	21	8.142858
A522	10	0.444444	0.092350	0.020831	0.018092	21	8.900000
A523	11	0.400000	0.087984	0.033634	0.023028	22	9.181818
A524	11	0.436364	0.087628	0.014084	0.023682	22	9.454545
A525	10	0.400000	0.087194	0.010419	0.016711	22	9.500000
A526	10	0.422222	0.089310	0.051607	0.010191	21	8.200000
A527	7	0.476190	0.090345	0.025450	0.006112	21	8.142858
A528	7	0.523810	0.094433	0.165948	0.005655	20	8.000000
A529	5	0.500000	0.093851	0.030517	0.003469	20	7.600000
A530	8	0.464286	0.098414	0.177354	0.005961	19	7.750000
A531	6	0.600000	0.095660	0.004503	0.004244	19	7.500000
A532	6	0.533333	0.095879	0.006568	0.004815	19	7.500000
A533	5	0.500000	0.094995	0.003903	0.004353	19	7.000000
A534	6	0.533333	0.094660	0.005542	0.009231	19	7.333333
A535	6	0.600000	0.093943	0.001584	0.010634	19	7.666667
A536	7	0.666667	0.097412	0.003266	0.016155	18	8.571428
A537	7	0.619048	0.099495	0.004559	0.016394	18	9.000000
A538	9	0.444444	0.105362	0.019729	0.025774	17	8.888889
A539	11	0.363636	0.107200	0.239422	0.021277	17	7.818182
A540	9	0.444444	0.107561	0.460256	0.014403	17	8.111111
A541	10	0.422222	0.105645	0.532908	0.012574	18	8.400000
A542	10	0.466667	0.101777	0.557028	0.011112	19	8.600000
A543	10	0.377778	0.102274	0.326990	0.012209	19	9.000000
A544	10	0.355556	0.096334	0.049665	0.012467	20	8.400000
A545	9	0.388889	0.098255	0.969425	0.014431	20	8.777778
A546	6	0.666667	0.101454	0.135731	0.006964	19	8.333333
A547	5	0.800000	0.098587	0.000098	0.005536	19	8.400000
A548	6	0.533333	0.104410	0.276126	0.007113	18	7.666667
A549	6	0.533333	0.106197	0.299069	0.013621	18	8.833333
A550	10	0.466667	0.106113	0.020837	0.031603	17	9.100000
A551	11	0.454545	0.105678	0.027732	0.033937	17	8.818182
A552	13	0.384615	0.100194	0.016159	0.030985	18	8.461538
A553	8	0.500000	0.099777	0.009122	0.018879	18	9.500000
A554	7	0.666667	0.093996	0.000477	0.015250	19	9.714286
A555	9	0.500000	0.093969	0.012030	0.014889	19	8.222222
A556	5	0.600000	0.093198	0.004482	0.007074	19	7.600000
A557	5	0.500000	0.091555	0.011642	0.005021	20	6.800000
A558	5	0.500000	0.086041	0.006792	0.003170	20	5.400000
A559	4	0.500000	0.083991	0.002342	0.001024	21	4.500000
A560	4	0.500000	0.081271	0.000290	0.000604	21	4.250000
A561	4	0.500000	0.079724	0.000089	0.000448	22	4.000000
A562	4	0.500000	0.083572	0.004239	0.000810	21	4.250000
A563	4	0.500000	0.086429	0.006363	0.001607	21	5.000000
A564	5	0.500000	0.091033	0.015599	0.004654	20	7.200000
A565	7	0.523810	0.094459	0.014302	0.008591	20	8.285714
A566	7	0.571429	0.094114	0.008632	0.007793	20	8.571428
A567	7	0.714286	0.091119	0.005706	0.003992	20	7.000000
A568	8	0.642857	0.091132	0.010858	0.004114	20	6.500000
A569	5	0.900000	0.083572	0.000003	0.001626	21	6.400000
A570	4	1.000000	0.083562	0.000000	0.001228	21	6.500000
A571	6	0.800000	0.083583	0.000012	0.002008	21	6.166667
A572	7	0.714286	0.091119	0.008640	0.003337	20	6.571429
A573	6	0.800000	0.091107	0.002419	0.003830	20	7.500000
A574	10	0.422222	0.100105	0.068064	0.013326	19	8.500000
A575	11	0.436364	0.100510	0.046949	0.019173	19	9.181818
A576	11	0.400000	0.099569	0.084427	0.017326	19	9.363636
A577	10	0.444444	0.096044	0.028489	0.013679	20	8.600000
A578	10	0.400000	0.094128	0.014664	0.011146	20	8.200000
A579	8	0.464286	0.092888	0.029883	0.006527	21	7.375000
A580	6	0.600000	0.087708	0.001661	0.004365	21	7.333333
A581	5	0.800000	0.090211	0.000273	0.004187	21	7.400000
A582	7	0.666667	0.092274	0.001896	0.007272	20	7.857143
A583	6	0.666667	0.094539	0.005785	0.008484	20	8.833333
A584	10	0.511111	0.096835	0.012804	0.017259	19	9.400000
A585	11	0.472727	0.100525	0.032946	0.023049	19	9.636364
A586	12	0.424242	0.102556	0.056467	0.025532	18	9.250000
A587	9	0.472222	0.103747	0.131549	0.026615	18	10.222222
A588	7	0.666667	0.105495	0.052285	0.026662	17	10.142858
A589	7	0.523810	0.109800	0.437208	0.035992	17	8.571428
A590	9	0.388889	0.108802	0.112889	0.056025	16	7.888889
A591	8	0.357143	0.112360	0.460430	0.136448	16	7.250000
A592	5	0.700000	0.107908	0.010339	0.085371	17	7.800000
A593	7	0.476190	0.108855	0.150557	0.293686	17	8.285714
A594	10	0.466667	0.109944	0.092314	0.564564	18	8.600000
A595	12	0.424242	0.110324	0.129278	0.820396	18	9.166667
A596	11	0.454545	0.106013	0.069646	0.820901	19	9.727273
A597	11	0.381818	0.108449	0.083755	0.791596	19	9.545455
A598	10	0.444444	0.099599	0.077110	0.646577	20	10.200000
A599	11	0.381818	0.103731	0.066364	0.548567	20	9.090909
A600	10	0.355556	0.095238	0.108710	0.345410	21	8.000000
A601	9	0.500000	0.094955	0.007005	0.230568	21	7.777778
A602	7	0.428571	0.094753	0.015875	0.152427	22	7.571429
A603	4	1.000000	0.090017	0.000000	0.065692	22	7.000000
A604	5	0.800000	0.090504	0.000159	0.100139	22	7.400000
A605	7	0.428571	0.090528	0.002209	0.109892	22	5.714286
A606	2	1.000000	0.086563	0.000000	0.020712	22	5.000000
A607	3	0.333333	0.094379	0.008322	0.077083	21	6.333333
A608	10	0.266667	0.104037	0.092660	0.565253	20	9.200000
A609	9	0.472222	0.099407	0.005785	0.707776	20	10.555555
A610	12	0.409091	0.103892	0.053383	1.000000	19	10.666667
A611	11	0.454545	0.103331	0.017847	0.970735	19	11.090909
A612	11	0.454545	0.105346	0.052518	0.873960	18	10.363636
A613	9	0.444444	0.104540	0.012402	0.595951	18	9.222222
A614	6	0.666667	0.099643	0.001327	0.360446	18	8.833333
A615	8	0.464286	0.104150	0.149681	0.433697	17	8.875000
A616	7	0.476190	0.097087	0.004491	0.287893	18	8.000000
A617	6	0.533333	0.096975	0.004689	0.184678	18	7.666667
A618	5	0.700000	0.092287	0.000514	0.069325	19	6.600000
A619	7	0.571429	0.099584	0.004643	0.074997	18	6.428571
A620	7	0.619048	0.099436	0.004282	0.048335	18	6.285714
A621	6	0.733333	0.098399	0.002421	0.029917	18	6.500000
A622	6	0.733333	0.100797	0.001123	0.024619	18	6.500000
A623	8	0.500000	0.108082	0.031750	0.032257	17	6.500000
A624	6	0.666667	0.103299	0.006032	0.020542	18	6.666667
A625	5	0.600000	0.105578	0.007044	0.016197	18	6.600000
A626	8	0.321429	0.114276	1.000000	0.034113	17	6.000000
A627	5	0.600000	0.111797	0.110376	0.034684	18	6.600000
A628	5	0.500000	0.112985	0.214876	0.052716	18	7.200000
A629	7	0.523810	0.115717	0.796220	0.087993	18	7.285714
A630	8	0.464286	0.113829	0.426130	0.122081	19	7.250000
A631	5	0.900000	0.110143	0.000555	0.090816	19	8.400000
A632	7	0.523810	0.110725	0.018744	0.149821	20	8.000000
A633	11	0.363636	0.117112	0.784689	0.250801	19	7.636364
A634	9	0.500000	0.111462	0.023253	0.209134	19	7.444445
A635	7	0.619048	0.106468	0.018299	0.220695	20	8.285714
A636	8	0.500000	0.107458	0.068436	0.333776	20	9.000000
A637	8	0.535714	0.103061	0.010150	0.434868	20	9.375000
A638	6	0.666667	0.101808	0.004409	0.197074	20	7.500000
A639	9	0.500000	0.101932	0.015881	0.416821	20	8.111111
A640	4	0.666667	0.093471	0.000100	0.163759	21	7.750000
A641	8	0.500000	0.097839	0.004485	0.392744	20	7.875000
A642	8	0.535714	0.097882	0.008118	0.471669	20	8.750000
A643	7	0.619048	0.097455	0.004491	0.458820	19	9.285714
A644	7	0.619048	0.097313	0.004482	0.430485	19	8.857142
A645	7	0.666667	0.097242	0.000814	0.417306	19	8.571428
A646	5	0.500000	0.093536	0.021628	0.215495	19	7.200000
A647	6	0.533333	0.095564	0.000688	0.339520	19	8.500000
A648	12	0.439394	0.102290	0.038901	0.722857	18	8.333333
A649	12	0.378788	0.102415	0.061928	0.752909	18	8.750000
A650	11	0.472727	0.102588	0.018421	0.847086	19	10.090909
A651	12	0.409091	0.102761	0.039445	0.829735	19	9.416667
A652	12	0.378788	0.103252	0.058457	0.718471	20	8.833333
A653	6	0.533333	0.098039	0.020592	0.318414	20	8.333333
A654	5	0.500000	0.093851	0.024431	0.167750	21	6.800000
A655	4	0.500000	0.089465	0.014695	0.057960	21	4.750000
A656	4	0.500000	0.086129	0.011873	0.026753	22	4.250000
A657	4	0.500000	0.082462	0.007536	0.010305	22	3.750000
A658	4	0.500000	0.079924	0.001870	0.005490	23	3.750000
A659	3	0.666667	0.077091	0.000233	0.002822	23	4.000000
A660	4	0.333333	0.077880	0.002711	0.009683	23	4.000000
A661	3	0.666667	0.077898	0.000246	0.016404	23	5.666667
A662	6	0.533333	0.084213	0.015564	0.062699	22	7.166667
A663	7	0.619048	0.084287	0.005177	0.075701	22	7.285714
A664	11	0.363636	0.091655	0.072168	0.250785	21	7.636364
A665	8	0.535714	0.090823	0.020997	0.122315	21	7.625000
A666	6	0.733333	0.084213	0.001760	0.068896	22	8.000000
A667	6	0.600000	0.086833	0.003459	0.041845	21	6.333333
A668	4	0.500000	0.086440	0.015072	0.035180	20	5.250000
A669	4	0.833333	0.083708	0.000534	0.022776	21	6.500000
A670	6	0.600000	0.083729	0.001519	0.037468	21	6.166667
A671	10	0.488889	0.084447	0.007684	0.091117	22	6.700000
A672	7	0.666667	0.084362	0.001917	0.078420	22	7.714286
A673	6	0.466667	0.084372	0.010376	0.061643	22	7.166667
A674	4	0.333333	0.087513	0.091655	0.047330	22	6.000000
A675	4	0.500000	0.080811	0.017208	0.013124	23	4.500000
A676	4	0.500000	0.080665	0.065493	0.007088	23	4.000000
A677	4	0.500000	0.074919	0.017837	0.002411	24	4.250000
A678	4	0.500000	0.074777	0.046670	0.001123	24	4.750000
A679	5	0.500000	0.069799	0.014919	0.000433	25	4.600000
A680	4	0.833333	0.065296	0.000084	0.000085	26	5.250000
A681	5	0.700000	0.065302	0.000186	0.000089	26	4.800000
A682	6	0.533333	0.069661	0.031320	0.000201	25	4.500000
A683	5	0.600000	0.065162	0.004652	0.000047	26	4.200000
A684	4	0.666667	0.065156	0.004604	0.000038	26	4.500000
A685	2	1.000000	0.061187	0.000000	0.000009	27	4.500000
